7.255224793594455823e-01,5.912382832248427311e-01,3.036562903341472608e-01,-7.737655127444676983e-01,1.265189345918894093e+00,1.261239911547063608e+00,2.114643042556426933e-01,1.000000000000000000e+00
1.494637022617108180e+00,1.106061668946825421e-01,-3.750374382947660457e-01,1.908042101976785143e-01,1.361699818978818532e+00,1.394412738014116915e-02,5.823938751545860992e-02,1.000000000000000000e+00
1.275548491654919347e+00,2.983028067960273866e-01,-2.231166833922234305e-01,-2.905747555359508016e-01,3.903153371757472345e-01,-2.870925340081875166e-01,-1.035050155843099395e-02,0.000000000000000000e+00
8.914471264891142832e-01,5.304143434929420309e-01,3.613395488444893361e-02,-7.657074911216152913e-01,9.959617317608151499e-01,6.905459376892244538e-01,4.591154402388704647e-01,1.000000000000000000e+00
1.225711909398114807e+00,1.641177830801274495e-01,6.101498915025431735e-01,-2.111605290551016589e-01,1.409143379380754402e+00,3.846016968717864692e-01,-1.422520523257045921e-01,1.000000000000000000e+00
6.606805036662068975e-01,4.028347015904649164e-01,-8.216046846540120407e-02,4.376216087883593731e-01,1.980481311710857284e+00,1.075399445317049896e+00,-1.405626145342255828e-01,1.000000000000000000e+00
1.110512615575523387e+00,-3.062281377685911006e-05,3.766869419156407828e-01,1.806410531001973740e-01,5.596424844465210935e-01,1.264437192761326711e+00,1.236235331896522321e-01,1.000000000000000000e+00
6.796123629567096813e-01,2.129690554742943165e-01,6.335640713623698073e-01,-6.969022229498249565e-01,4.886108795061239185e-01,9.944156913602344439e-01,1.780098395251712359e-02,1.000000000000000000e+00
1.132474300598436123e+00,4.864436426964577342e-02,4.768751296975692333e-01,3.100432947497271940e-01,5.647952324734319962e-01,9.166864459728025771e-01,-1.556683267235939583e-01,1.000000000000000000e+00
4.397705087807682878e-01,5.764613478509628131e-02,1.020797801210228256e-01,-3.637429922589226899e-02,4.449360295088516937e-01,1.566673996801646096e+00,-8.429746005346252513e-01,1.000000000000000000e+00
7.805246147505896515e-01,-6.246484628675732509e-01,-6.636420189390733748e-01,-5.885101940113470764e-01,-1.031995287202710776e-01,6.049771718175019769e-02,1.349118161885906053e-01,0.000000000000000000e+00
1.125176304225527169e+00,-5.868494053768668062e-01,-6.741657526402690115e-01,1.013838008116902945e-01,1.225887692937345230e+00,1.019924652075162808e+00,-8.110957451077645264e-02,1.000000000000000000e+00
1.273132622506234268e+00,-1.340743419715932638e-01,3.430917782523537629e-01,-4.612731642240414098e-01,-2.270451255320669048e-01,1.353446086560053940e+00,8.279525241873489372e-02,1.000000000000000000e+00
7.149437918909308243e-01,-8.711294847400101737e-01,7.004573880846480805e-01,9.168400166593175526e-02,1.014567445210036611e+00,1.547197392473104838e+00,4.357882511490784871e-01,1.000000000000000000e+00
