4.836295021321198595e-01,7.348569661059980440e-01,1.197002747530924394e+00,1.308804421604695012e+00,-6.030757059354034944e-01,-5.136701172418024069e-02,3.997667912526063350e-01,1.000000000000000000e+00
3.108790618391472083e-01,5.579874509102905611e-01,6.087881556788623527e-01,1.255480728725663520e+00,8.172252066665943726e-01,-2.040983367651103553e-01,1.072242835620524026e+00,0.000000000000000000e+00
-5.362799854971369573e-01,4.467672581862819348e-01,-8.967619680093830148e-02,5.102761914876388083e-01,1.254297156533355384e+00,-2.395729070036252129e-01,4.027424805491855997e-01,0.000000000000000000e+00
-2.420109262735495037e-01,4.167329754924853358e-01,-4.078971938154690030e-02,1.570574316113976021e+00,1.294722157868764212e+00,3.790848665027830577e-01,1.362024437461392568e+00,0.000000000000000000e+00
1.395325574680135627e+00,7.231398965208792884e-01,8.513419466454539286e-01,1.390334737797420672e+00,-3.677016085782637833e-01,1.741349214655200650e-01,-3.501619528837891515e-01,1.000000000000000000e+00
1.866238319351415029e-02,1.082549467785216102e+00,1.847969077523912429e-01,4.557081015135872049e-01,6.601339095709355398e-01,1.128806305721680725e-01,7.728603771434389147e-01,0.000000000000000000e+00
8.781385634113315908e-02,2.184806929662431729e-01,-3.974035317085647945e-01,8.387896565485246647e-01,9.246512149913598266e-01,-2.502207012275192710e-01,1.127171063468966450e+00,0.000000000000000000e+00
7.102687780105506610e-01,-1.181929387429336842e-03,6.433386638921743117e-01,7.038380726780681940e-01,2.867999872167332764e-01,5.296133546181303053e-01,7.472780872788995499e-01,0.000000000000000000e+00
1.143475516192200558e+00,9.135304338973393445e-01,1.046568831372262975e+00,6.113904614660230497e-01,-9.512224669918485642e-02,4.884508662122210021e-01,-9.629858914296745009e-01,1.000000000000000000e+00
1.479643203517543748e+00,2.099915066851040901e+00,1.013860091091638216e+00,7.860060342769805697e-01,2.185886373902262980e-01,3.243383044579603580e-01,-1.702291438565347453e-02,1.000000000000000000e+00
2.054417908581838148e-01,9.225358981763223110e-01,8.492249789825070394e-01,6.210830251135619484e-01,-6.511589561513050350e-01,-9.471755977106915969e-01,-6.466632794097125769e-01,1.000000000000000000e+00
-3.670675678528604324e-01,1.101188538781951332e+00,4.754406916606903483e-02,4.941401860020528947e-01,1.169046437741436684e-01,4.456615280605583790e-02,7.821250820475829091e-01,0.000000000000000000e+00
7.445873094868264985e-01,8.082719890894545234e-01,7.190374543736719470e-01,4.254880784633431334e-01,-9.233932371328476552e-02,-9.460999651190601933e-02,3.000814923125701972e-01,1.000000000000000000e+00
8.587085604816064865e-01,1.658504104202219720e+00,8.821864392349708650e-01,8.966753689533220051e-01,-2.038293142432733625e-03,-3.305703262280704213e-01,-2.954563360044738518e-01,1.000000000000000000e+00
1.160606448504015287e+00,7.506956022713433541e-01,4.840388423619190750e-01,1.931282874132246974e+00,3.171239792777875710e-01,1.777513430604931721e-01,2.531938396935274893e-01,1.000000000000000000e+00
6.833760659736524135e-01,1.572222069773466124e+00,2.233103041334849159e+00,4.631393301994478628e-01,-3.126861816800478588e-01,-6.543177967976165910e-01,-1.018271971712291668e+00,1.000000000000000000e+00
1.437627224443668972e+00,8.472146860347918862e-01,7.165367903989998677e-01,1.318702504364176908e+00,6.667852699628359359e-01,-6.901483512271959497e-02,-3.423352225741480570e-01,1.000000000000000000e+00
-3.817634491763358673e-01,9.604556601271692085e-01,2.642014545678198489e-01,5.855431801318187190e-01,-3.234772332570590159e-02,9.646893819855253405e-01,4.464975884481585666e-01,0.000000000000000000e+00
